Loyalty_customer_No ,Loyalty_customer_Yes,Product_Category_Child_care,Product_Category_Cosmetics,Product_Category_Educational,Product_Category_Fashion,Product_Category_Home_decor,Product_Category_Hospitality,Product_Category_Organic,Product_Category_Pet_care,Product_Category_Repair,Product_Category_Technology,Stall_no,Market_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
0,1,0,0,0,0,0,0,1,0,0,0,12.0,58,0,96,0.0,136.0,5.0,3782.0,4497.0,4215.972992
1,0,0,1,0,0,0,0,0,0,0,0,48.0,452,0,94,0.0,234.0,14.0,4067.0,6038.0,5217.342592
1,0,0,0,0,0,0,1,0,0,0,0,7.0,443,0,24,0.0,227.0,10.254503560955174,9588.0,13529.0,11765.263125
0,1,0,1,0,0,0,0,0,0,0,0,39.0,93,1,22,0.0,200.0,14.0,1920.0,10271.0,6288.269925
1,0,0,0,0,0,0,0,0,0,1,0,11.0,294,2,76,0.0,240.0,1.0,2915.0,5011.0,4161.366
0,1,0,0,0,0,1,0,0,0,0,0,39.0,342,0,65,0.0,232.0,17.0,739.0,1006.0,1094.9202
0,1,0,1,0,0,0,0,0,0,0,0,26.0,113,0,66,0.0,205.0,13.0,4833.0,12122.0,8606.5848
0,1,0,0,0,0,0,1,0,0,0,0,43.0,24,0,77,0.0,205.0,6.0,5165.0,6362.493309260833,6277.7682
1,0,0,0,0,0,0,0,0,0,0,1,5.0,23,1,78,0.0,635.0,11.0,2208.0,3579.0,3496.3632
0,1,0,0,0,0,0,0,1,0,0,0,3.0,441,2,95,0.0,133.0,9.0,3818.0,5090.0,4524.899456
0,1,0,0,0,0,0,0,0,1,0,0,2.0,24,0,2,0.0,168.0,5.0,2768.0,4162.0,3634.366527
0,1,0,0,1,0,0,0,0,0,0,0,32.0,113,0,86,0.0,155.0,13.0,1348.0,4237.0,2908.6337280000002
1,0,0,0,0,0,0,0,1,0,0,0,35.0,423,0,42,0.0,140.0,8.0,977.0,1959.0,1598.871312
1,0,0,0,1,0,0,0,0,0,0,0,18.0,14,0,37,1.0,146.0,14.0,2674.0,3909.0,515.02570875
0,1,0,0,0,0,0,0,0,0,0,1,9.0,58,0,70,1.0,529.0,16.0,6719.0,9127.0,1257.0049800000002
0,1,0,0,0,1,0,0,0,0,0,0,30.0,119,2,81,0.0,384.0,11.0,852.0,1545.0,1561.012992
1,0,0,0,0,0,0,0,1,0,0,0,11.0,11,3,45,1.0,127.0,5.0,514.0,1212.0,147.6136872
0,1,1,0,0,0,0,0,0,0,0,0,42.0,73,0,91,0.0,289.0,5.0,1591.0,2322.0,2214.1306879999997
0,1,0,1,0,0,0,0,0,0,0,0,22.0,320,0,74,1.0,221.0,13.0,1027.0,6362.493309260833,492.35472000000004
1,0,0,0,0,0,0,0,0,0,1,0,24.0,57,0,21,0.0,298.0,1.0,3912.0,9004.0,6739.758375
1,0,0,0,0,0,1,0,0,0,0,0,49.0,151,0,53,0.0,228.0,15.0,633.0,4109.0,2585.903616
0,1,0,0,0,1,0,0,0,0,0,0,30.0,268,2,41,0.0,371.0,13.0,2553.0,5706.0,4477.032432
0,1,0,0,0,0,1,0,0,0,0,0,30.0,62,0,72,0.0,204.0,17.0,5417.0,12907.0,9287.7642
0,1,0,0,0,1,0,0,0,0,0,0,3.0,447,0,35,0.0,388.0,14.0,3963.0,5313.0,5019.908775
1,0,0,0,0,0,0,0,1,0,0,0,34.0,235,2,92,0.0,134.0,8.0,1497.0,5574.0,3619.4484479999996
1,0,0,0,0,0,0,0,0,0,1,0,39.0,58,0,34,1.0,250.0,4.0,4904.0,6443.0,886.64333625
0,1,0,1,0,0,0,0,0,0,0,0,9.0,57,0,33,0.0,245.0,14.0,1302.0,5321.0,3552.23715
0,1,0,0,1,0,0,0,0,0,0,0,50.0,14,0,72,0.0,107.0,14.0,3454.0,4611.0,4103.6985
0,1,0,0,0,0,0,0,0,0,0,1,16.0,62,0,89,0.0,550.0,12.0,8129.0,12128.0,10536.70464
0,1,0,1,0,0,0,0,0,0,0,0,46.0,58,0,100,0.0,206.0,12.0,6757.0,9164.0,7992.088875
1,0,0,0,0,0,0,0,0,0,1,0,31.0,471,2,77,1.0,277.0,7.0,2543.0,3411.0,483.52788
0,1,0,0,0,0,1,0,0,0,0,0,24.0,24,0,85,1.0,272.0,13.0,4285.0,6173.0,814.273152
1,0,1,0,0,0,0,0,0,0,0,0,33.0,14,0,40,0.0,264.9522209387798,5.0,3476.0,6362.493309260833,4446.27605
0,1,0,0,1,0,0,0,0,0,0,0,25.0,452,0,76,0.0,117.0,8.0,5239.0,6903.0,6130.9314
0,1,0,0,0,0,0,1,0,0,0,0,21.0,315,2,84,0.0,253.0,11.0,1203.0,6689.0,4142.811904
1,0,0,0,0,0,0,0,0,0,0,1,21.0,455,0,10,1.0,636.0,7.0,2191.0,6362.493309260833,554.8155128999999
1,0,0,0,0,0,0,0,0,0,0,1,2.0,126,0,40,0.0,575.0,5.0,4279.0,5614.0,5399.680675
0,1,0,1,0,0,0,0,0,0,0,0,3.0,454,0,94,0.0,253.0,12.0,3259.0,5271.0,4457.987072
1,0,0,0,0,0,0,0,1,0,0,0,34.0,55,0,44,0.0,115.0,9.0,1457.0,3507.0,2582.594928
0,1,0,0,0,1,0,0,0,0,0,0,38.0,220,0,77,0.0,356.0,14.0,6836.0,9296.0,8348.9571
1,0,0,1,0,0,0,0,0,0,0,0,40.0,14,0,90,0.0,287.0,17.0,3091.0,4408.0,3984.6526719999997
0,1,0,0,0,0,0,1,0,0,0,0,2.0,471,2,60,0.0,328.0,14.0,2321.0,3481.0,3160.31615
1,0,0,0,0,1,0,0,0,0,0,0,4.0,62,0,45,1.0,370.0,12.0,2802.0,6880.0,777.5133624
0,1,0,0,0,1,0,0,0,0,0,0,42.0,152,0,86,0.0,364.0,11.0,1446.0,2151.0,2133.311488
0,1,0,0,0,0,1,0,0,0,0,0,9.0,57,0,31,0.0,215.0,12.0,4025.0,6083.0,5261.87235
0,1,0,0,0,0,1,0,0,0,0,0,40.0,24,0,88,0.0,264.9522209387798,12.0,3403.0,5105.0,4401.78816
0,1,0,0,0,0,1,0,0,0,0,0,35.0,320,0,88,0.0,220.0,15.0,6280.0,12018.0,9247.608832
0,1,0,1,0,0,0,0,0,0,0,0,45.0,456,0,54,0.0,240.0,16.0,3880.0,9246.0,6769.8936
1,0,0,0,1,0,0,0,0,0,0,0,47.0,437,0,74,0.0,162.0,14.0,2775.0,3978.0,3507.7977
1,0,0,0,0,0,0,0,0,1,0,0,8.0,471,2,95,0.0,105.0,8.0,2258.0,3696.0,3039.9649280000003
1,0,0,0,0,0,0,0,0,0,1,0,20.0,451,0,27,1.0,218.0,5.0,5776.0,8359.0,1090.62111375
1,0,0,0,0,0,1,0,0,0,0,0,36.0,11,3,3,0.0,220.0,12.0,375.0,797.0,806.61933
1,0,0,0,0,0,0,0,1,0,0,0,33.0,65,2,100,0.0,124.0,6.0,3524.0,4922.0,4251.665575
0,1,0,0,0,0,0,0,1,0,0,0,8.0,65,2,97,0.0,106.0,5.0,3502.2932509015973,5363.0,4517.734144
0,1,0,0,0,0,0,0,1,0,0,0,11.0,58,0,12,0.0,139.0,7.0,6821.0,9671.0,8389.930923
0,1,0,0,0,0,0,0,0,0,0,1,33.0,14,0,83,0.0,531.0,5.0,3311.0,4740.0,4492.867456
0,1,0,0,0,0,0,0,1,0,0,0,41.0,114,0,64,0.0,145.0,7.0,850.0,1575.0,1344.7665
0,1,0,0,0,0,0,0,0,0,1,0,28.0,63,1,16,0.0,298.0,2.0,3496.0,13689.0,8891.330778
0,1,0,1,0,0,0,0,0,0,0,0,36.0,87,0,82,1.0,217.0,12.0,4367.0,6362.493309260833,787.4135808
1,0,0,0,0,1,0,0,0,0,0,0,2.0,55,0,27,0.0,367.0,13.0,3494.0,4993.0,4604.47995
0,1,0,0,0,0,0,0,0,0,1,0,7.0,275,0,71,0.0,232.0,3.0,1147.0,6362.493309260833,1878.03
0,1,1,0,0,0,0,0,0,0,0,0,5.0,198,2,35,0.0,291.0,15.0,2288.0,2983.0,2923.123875
0,1,0,0,0,0,0,0,0,0,1,0,5.0,152,0,32,0.0,255.0,5.0,3478.0,5235.0,4602.1458
0,1,0,0,0,0,0,0,0,0,0,1,20.0,3,0,23,0.0,570.0,8.0,2706.0,7191.0,5508.65385
1,0,0,0,0,1,0,0,0,0,0,0,15.0,358,3,56,0.0,264.9522209387798,11.0,4548.0,14017.0,9609.811056
0,1,0,0,0,0,0,0,1,0,0,0,6.0,23,2,68,0.0,119.0,9.0,727.0,2365.0,1649.7261
0,1,0,0,1,0,0,0,0,0,0,0,18.0,452,0,91,0.0,152.0,16.0,4161.0,5293.0,4816.193536
0,1,0,0,1,0,0,0,0,0,0,0,11.0,294,2,51,0.0,156.0,14.0,1147.0,4578.0,3003.165936
0,1,0,0,0,1,0,0,0,0,0,0,2.0,104,0,30,0.0,264.9522209387798,13.0,2522.0,7756.0,5527.8258
0,1,0,0,0,0,0,0,1,0,0,0,31.0,436,0,88,0.0,126.0,7.0,1822.0,3741.0,2867.55392
0,1,0,0,0,0,0,0,0,1,0,0,17.0,443,0,15,0.0,198.0,1.0,2534.0,3747.0,3338.476119
0,1,0,0,0,0,0,0,0,0,1,0,42.0,65,2,25,1.0,244.0,3.0,3926.0,6207.0,794.8109925
0,1,0,0,0,0,0,1,0,0,0,0,48.0,14,0,1,0.0,243.0,5.0,3489.0,4658.0,4318.1081460000005
0,1,0,0,1,0,0,0,0,0,0,0,21.0,294,2,69,0.0,133.0,12.0,3756.0,6414.0,5171.859
0,1,0,0,1,0,0,0,0,0,0,0,11.0,24,0,61,0.0,148.0,15.0,6410.0,8875.0,7723.9404
1,0,0,0,0,0,0,0,1,0,0,0,41.0,268,2,37,1.0,148.0,9.0,982.0,4047.0,398.714715
0,1,0,0,0,0,0,0,0,0,1,0,40.0,13,3,73,0.0,258.0,3.0,480.0,1964.0,1465.5663
0,1,0,0,0,0,0,0,0,0,0,1,23.0,152,0,49,1.0,567.0,16.0,5988.0,7791.0,1112.9591808
1,0,0,0,0,0,0,0,1,0,0,0,18.0,188,0,70,0.0,101.0,6.0,1921.0,3517.0,2793.4137
0,1,1,0,0,0,0,0,0,0,0,0,27.0,204,0,4,0.0,262.0,9.0,2635.0,6675.0,4920.697881
0,1,0,0,0,0,1,0,0,0,0,0,23.0,23,2,99,0.0,222.0,10.0,2182.0,9210.0,5838.39872
1,0,0,0,0,0,0,0,1,0,0,0,11.0,14,0,15,0.0,117.0,6.0,4168.0,5224.0,4815.338418
0,1,0,0,0,0,0,0,0,0,1,0,29.0,199,0,87,0.0,281.0,4.0,5254.0,9559.0,7579.7173760000005
1,0,0,0,0,0,0,0,0,0,0,1,40.0,283,0,21,0.0,564.0,13.0,2003.0,6520.0,4818.9624
1,0,0,0,1,0,0,0,0,0,0,0,39.0,14,0,9,0.0,264.9522209387798,6.0,3916.0,5600.0,4886.361315
0,1,1,0,0,0,0,0,0,0,0,0,5.0,74,0,87,0.0,256.0,16.0,6096.0,8652.0,7531.75808
0,1,0,0,1,0,0,0,0,0,0,0,28.0,358,3,23,0.0,140.0,16.0,4227.0,14487.0,9488.190075
0,1,0,0,0,0,0,0,0,1,0,0,2.0,2,1,69,0.0,115.0,8.0,4466.0,8182.0,6379.6194
1,0,0,0,0,0,1,0,0,0,0,0,46.0,367,0,65,0.0,236.0,17.0,2658.0,4847.0,3954.9312
0,1,0,0,0,0,0,0,0,0,1,0,18.0,58,0,33,0.0,285.0,3.0,4724.0,6169.0,5718.797175
0,1,0,0,1,0,0,0,0,0,0,0,44.0,460,3,60,0.0,110.0,14.0,392.0,581.0,583.74345
0,1,0,0,0,0,0,1,0,0,0,0,32.0,3,0,25,0.0,260.0,5.0,2833.0,4560.0,3948.454125
1,0,0,0,0,0,0,0,0,1,0,0,46.0,3,0,54,0.0,103.0,1.0,4152.0,5463.0,4879.549728
0,1,0,0,0,0,0,0,0,0,1,0,26.0,14,0,22,0.0,264.9522209387798,7.0,3265.0,5113.0,4454.765175
0,1,0,0,0,0,1,0,0,0,0,0,12.0,61,2,24,0.0,262.0,10.0,7912.0,9911.0,9159.453975
1,0,0,0,0,0,0,0,0,0,0,1,13.0,275,0,3,0.0,462.0,11.0,527.0,2037.0,1745.235459
1,0,0,0,0,0,1,0,0,0,0,0,48.0,451,0,95,0.0,281.0,10.0,5916.0,6362.493309260833,7108.561151999999
1,0,0,0,0,1,0,0,0,0,0,0,12.0,108,0,29,1.0,378.0,15.0,1607.0,2889.0,393.41948625
1,0,0,0,0,0,1,0,0,0,0,0,6.0,452,0,65,0.0,231.0,14.0,4220.0,5280.0,4937.7735
0,1,0,1,0,0,0,0,0,0,0,0,38.0,93,2,32,0.0,298.0,16.0,3662.0,6204.0,5225.792775
0,1,1,0,0,0,0,0,0,0,0,0,29.0,55,0,70,0.0,287.0,9.0,2450.0,6362.493309260833,3472.821
0,1,0,0,0,0,0,0,0,1,0,0,15.0,294,2,42,0.0,176.0,4.0,1493.0,3507.0,2659.8672
0,1,0,0,0,0,0,1,0,0,0,0,17.0,358,3,32,0.0,321.0,8.0,3253.0,14657.0,9259.9521
1,0,0,0,0,0,1,0,0,0,0,0,12.0,186,0,24,0.0,235.0,12.0,3306.0,6758.0,5259.8574
0,1,0,0,0,0,1,0,0,0,0,0,17.0,14,0,86,0.0,255.0,14.0,4256.0,6362.493309260833,5194.121856000001
1,0,0,1,0,0,0,0,0,0,0,0,14.0,58,0,84,0.0,230.0,16.0,5909.0,7884.0,7034.749568000001
1,0,0,0,0,0,0,1,0,0,0,0,22.0,423,0,72,1.0,266.0,11.0,2705.0,9408.0,939.8802599999999
0,1,0,1,0,0,0,0,0,0,0,0,25.0,113,0,34,0.0,257.0,17.0,3895.0,13315.0,8854.438425
0,1,0,0,0,0,0,0,0,0,0,1,41.0,358,3,15,0.0,527.0,12.0,8860.0,26082.0,18017.168103
1,0,0,0,0,1,0,0,0,0,0,0,22.0,57,0,9,0.0,354.0,11.0,2467.0,7792.0,5488.591086
0,1,0,0,0,0,0,0,0,1,0,0,27.0,447,0,34,0.0,124.0,2.0,4781.0,7384.0,6192.2007
1,0,0,0,0,0,0,0,0,1,0,0,15.0,446,0,1,1.0,108.0,2.0,3925.0,4923.0,679.8640068
0,1,0,0,0,0,0,0,0,0,0,1,49.0,24,0,94,0.0,597.0,16.0,3480.0,4498.0,4526.249728
1,0,0,0,1,0,0,0,0,0,0,0,31.0,115,0,80,0.0,116.0,16.0,3183.0,4325.0,3788.799775
0,1,0,1,0,0,0,0,0,0,0,0,12.0,452,0,74,0.0,215.0,17.0,5496.0,8086.0,6947.3646
0,1,0,0,0,1,0,0,0,0,0,0,30.0,198,0,85,0.0,264.9522209387798,11.0,2979.0,3878.0,3769.200512
0,1,0,0,1,0,0,0,0,0,0,0,40.0,216,0,56,1.0,158.0,9.0,2205.0,3261.0,431.2412784
1,0,0,0,0,0,1,0,0,0,0,0,15.0,450,0,16,1.0,249.0,15.0,2122.0,11535.0,1063.0546838999999
1,0,0,0,0,0,0,1,0,0,0,0,2.0,403,0,15,0.0,249.0,6.0,1794.0,3472.0,2883.291642
0,1,1,0,0,0,0,0,0,0,0,0,27.0,358,3,46,0.0,319.0,5.0,2730.0,5878.0,4595.54904
0,1,0,0,0,0,1,0,0,0,0,0,31.0,367,0,44,0.0,289.0,10.0,2449.0,5229.0,4105.396224
0,1,1,0,0,0,0,0,0,0,0,0,20.0,23,0,100,1.0,330.0,17.0,2663.0,4158.0,549.3012375
0,1,0,0,0,0,0,0,0,0,0,1,1.0,453,0,53,0.0,578.0,12.0,3555.0,6362.493309260833,5077.226447999999
0,1,0,1,0,0,0,0,0,0,0,0,7.0,443,0,54,0.0,263.0,13.0,5665.0,8204.0,7160.388336
1,0,0,0,0,0,0,0,0,0,1,0,37.0,58,0,46,0.0,232.0,6.0,4331.0,5751.0,5242.253472
0,1,0,1,0,0,0,0,0,0,0,0,23.0,14,0,67,1.0,299.0,16.0,3730.0,4412.0,649.9117349999999
0,1,0,0,0,1,0,0,0,0,0,0,12.0,23,2,42,0.0,389.0,16.0,1441.0,4165.0,3176.022528
0,1,0,0,0,0,0,1,0,0,0,0,45.0,416,2,97,0.0,306.0,12.0,2585.0,5651.0,4365.163264
1,0,0,0,0,0,0,0,0,0,0,1,37.0,452,0,46,0.0,540.0,14.0,4413.0,6740.0,6085.114415999999
1,0,0,0,1,0,0,0,0,0,0,0,46.0,65,0,34,0.0,126.0,8.0,3269.0,5171.0,4338.50655
1,0,0,0,0,1,0,0,0,0,0,0,17.0,3,0,87,0.0,371.0,14.0,3299.0,4878.0,4400.920832
1,0,0,0,0,0,1,0,0,0,0,0,19.0,2,1,98,0.0,239.0,12.0,3100.0,5133.0,4297.6496640000005
0,1,0,0,0,0,0,0,0,0,1,0,44.0,2,1,89,0.0,280.0,3.0,6922.0,8363.0,7810.673024
0,1,0,0,0,0,0,0,0,1,0,0,37.0,57,0,41,0.0,161.0,2.0,2035.0,6367.0,4334.917824
0,1,0,0,0,0,0,0,0,0,0,1,37.0,443,0,29,0.0,472.0,9.0,4027.0,5540.0,5246.660475
1,0,1,0,0,0,0,0,0,0,0,0,25.0,93,2,58,0.0,252.0,14.0,3777.0,5323.0,4777.596432
1,0,0,0,0,0,0,0,0,1,0,0,31.0,55,0,49,0.0,184.0,11.0,1819.0,2330.0,2246.3110079999997
0,1,0,0,1,0,0,0,0,0,0,0,27.0,469,0,22,0.0,150.0,17.0,5807.0,7954.0,7024.5945
0,1,0,0,0,0,0,0,1,0,0,0,39.0,55,0,81,0.0,145.0,8.0,1004.0,3088.0,2161.065984
1,0,0,0,0,0,0,0,0,0,0,1,5.0,94,2,52,0.0,596.0,9.0,1354.0,8748.0,5615.38008
0,1,0,0,0,0,0,0,0,0,1,0,49.0,443,0,93,0.0,250.0,7.0,3617.0,5193.0,4591.003648
0,1,0,1,0,0,0,0,0,0,0,0,24.0,320,0,13,0.0,268.0,14.0,1342.0,7272.0,4580.571897
0,1,0,0,0,0,1,0,0,0,0,0,21.0,447,0,70,0.0,264.9522209387798,14.0,3213.0,4075.0,3870.9990000000003
1,0,0,0,0,1,0,0,0,0,0,0,33.0,91,0,97,0.0,353.0,16.0,1305.0,3275.0,2608.548096
1,0,0,0,0,0,0,0,0,1,0,0,34.0,186,2,34,0.0,193.0,6.0,2595.0,4141.0,3554.11245
0,1,0,0,0,0,0,0,0,0,1,0,11.0,0,0,17,0.0,260.0,2.0,718.0,2221.0,1729.617021
0,1,0,0,0,0,0,0,0,0,1,0,8.0,137,0,75,0.0,218.0,3.0,7203.0,20119.0,13744.268999999998
0,1,0,0,0,1,0,0,0,0,0,0,46.0,469,0,92,1.0,356.0,15.0,3053.0,4683.0,625.3336320000001
0,1,1,0,0,0,0,0,0,0,0,0,48.0,452,0,48,0.0,341.0,10.0,7353.0,9897.0,8917.182432
1,0,0,0,0,1,0,0,0,0,0,0,4.0,113,0,82,0.0,385.0,16.0,2227.0,6817.0,4843.474944
1,0,0,0,0,0,0,0,1,0,0,0,9.0,87,0,84,1.0,100.0,5.0,4825.0,6674.0,865.2143808000001
1,0,0,0,0,0,0,0,1,0,0,0,28.0,11,3,12,0.0,129.0,9.0,386.0,711.0,677.922201
0,1,0,0,0,1,0,0,0,0,0,0,12.0,147,2,41,0.0,398.0,13.0,1347.0,2817.0,2466.820656
1,0,0,0,0,1,0,0,0,0,0,0,19.0,65,2,46,0.0,383.0,16.0,3795.0,5393.0,4952.45016
0,1,0,0,0,0,0,0,0,1,0,0,49.0,451,0,87,0.0,146.0,9.0,4752.0,6362.493309260833,5807.815552
0,1,0,1,0,0,0,0,0,0,0,0,18.0,23,1,93,0.0,206.0,16.0,7899.0,12420.0,10232.262656
1,0,0,0,1,0,0,0,0,0,0,0,18.0,93,1,1,0.0,121.0,16.0,2114.0,8535.0,5453.474598
0,1,0,0,0,0,0,0,0,0,0,1,13.0,24,0,7,0.0,463.0,8.0,3256.0,4653.0,4420.217934
1,0,0,0,0,1,0,0,0,0,0,0,47.0,100,0,85,0.0,376.0,13.0,2567.0,3444.0,3336.660096
0,1,0,0,0,0,0,0,1,0,0,0,39.0,191,2,71,0.0,147.0,9.0,4410.0,6900.0,5749.0191
0,1,0,0,0,0,0,0,0,0,1,0,25.0,358,3,20,0.0,246.0,6.0,4511.0,12934.0,8771.821075
1,0,0,0,0,1,0,0,0,0,0,0,23.0,205,0,93,0.0,388.0,14.0,1897.0,3065.0,2831.106432
0,1,0,0,1,0,0,0,0,0,0,0,41.0,93,1,6,0.0,170.0,9.0,2117.0,11795.0,7131.5467739999995
0,1,0,0,0,0,0,0,0,0,0,1,14.0,26,2,66,0.0,503.0,14.0,1818.0,2910.0,2841.6069
1,0,0,0,0,0,0,1,0,0,0,0,14.0,101,0,1,0.0,235.0,6.0,1205.0,1767.0,1721.717811
0,1,0,0,0,1,0,0,0,0,0,0,20.0,70,2,92,0.0,361.0,16.0,1157.0,2201.0,2013.275264
0,1,0,0,1,0,0,0,0,0,0,0,10.0,452,0,1,0.0,130.0,10.0,2999.0,3715.0,523.5016446000001
0,1,0,0,0,0,0,0,0,0,0,1,27.0,137,0,90,0.0,505.0,11.0,4984.0,6362.493309260833,10189.42848
0,1,0,0,0,0,0,1,0,0,0,0,1.0,442,1,6,0.0,314.0,13.0,7757.0,11794.0,10101.199779
1,0,0,0,0,0,1,0,0,0,0,0,9.0,447,0,92,0.0,278.0,13.0,4853.0,9976.0,7591.229184000001
0,1,0,1,0,0,0,0,0,0,0,0,15.0,55,0,90,1.0,212.0,13.0,3775.0,4818.0,667.3630656
1,0,0,0,0,0,0,0,0,1,0,0,20.0,55,0,56,0.0,101.0,5.0,1987.0,3291.0,2723.775552
0,1,0,0,0,0,0,0,0,0,0,1,39.0,57,0,94,0.0,548.0,10.0,3825.0,6943.0,5851.881728
0,1,0,0,0,0,0,0,0,0,1,0,25.0,458,0,99,0.0,281.0,4.0,8605.0,11576.0,10226.132223999999
0,1,0,0,0,0,0,0,0,1,0,0,18.0,471,2,89,0.0,165.0,11.0,1969.0,6362.493309260833,2531.158784
0,1,0,0,0,0,0,0,1,0,0,0,1.0,1,0,15,0.0,100.0,10.254503560955174,1549.0,3259.0,2505.909384
1,0,0,1,0,0,0,0,0,0,0,0,5.0,24,0,25,0.0,264.9522209387798,16.0,8187.0,11049.0,9885.614025
1,0,0,0,0,0,0,0,0,0,0,1,39.0,23,1,66,0.0,484.0,14.0,1403.0,2390.0,2359.3284
0,1,0,0,0,1,0,0,0,0,0,0,13.0,3,0,2,0.0,359.0,13.0,1827.0,4820.0,3686.451318
1,0,1,0,0,0,0,0,0,0,0,0,49.0,93,2,22,0.0,320.0,14.0,2630.0,5619.0,4439.144325
0,1,0,0,0,0,0,1,0,0,0,0,36.0,149,0,59,0.0,339.0,10.0,7262.0,10480.0,9159.869232
1,0,0,0,0,0,1,0,0,0,0,0,32.0,124,0,38,0.0,283.0,10.0,2221.0,2956.0,2866.904775
0,1,0,0,0,0,0,0,0,0,1,0,48.0,452,0,91,0.0,270.0,10.254503560955174,3676.0,5092.0,4589.574528
0,1,1,0,0,0,0,0,0,0,0,0,4.0,14,0,43,1.0,346.0,11.0,2758.0,3634.0,528.4243008000001
1,0,0,0,0,0,0,0,0,0,1,0,38.0,350,1,29,0.0,204.0,3.0,7526.0,10816.0,9354.305625
0,1,0,0,0,0,0,0,1,0,0,0,23.0,14,0,6,0.0,122.0,7.0,4162.0,6362.493309260833,5156.0043479999995
0,1,0,0,0,0,0,0,0,0,1,0,17.0,108,0,62,1.0,256.0,5.0,2304.0,3157.0,443.69869500000004
0,1,0,0,0,0,0,0,1,0,0,0,7.0,23,2,78,0.0,128.0,8.0,4512.0,15017.0,9801.3069
0,1,0,0,0,0,0,0,1,0,0,0,50.0,358,3,82,0.0,148.0,10.254503560955174,3460.0,7906.0,5751.51808
0,1,0,0,0,1,0,0,0,0,0,0,46.0,450,0,79,0.0,378.0,16.0,902.0,6362.493309260833,1667.7441
0,1,0,0,0,0,0,0,0,0,1,0,8.0,93,1,100,0.0,260.0,4.0,1881.0,11684.0,6886.692775
0,1,0,0,0,0,0,0,1,0,0,0,36.0,39,3,38,0.0,134.0,7.0,6413.0,13936.0,10289.83095
1,0,0,1,0,0,0,0,0,0,0,0,24.0,447,0,22,0.0,288.0,12.0,5601.0,7720.0,6939.098775
0,1,0,0,0,1,0,0,0,0,0,0,12.0,268,2,79,0.0,355.0,13.0,2015.0,4881.0,3769.4052
0,1,0,0,0,1,0,0,0,0,0,0,15.0,446,0,6,0.0,381.0,13.0,5748.0,7841.0,7183.611567
0,1,0,0,0,0,0,0,0,1,0,0,24.0,444,2,61,0.0,107.0,9.0,7789.0,9917.0,8878.2903
0,1,0,0,0,0,0,0,0,0,0,1,14.0,452,0,26,0.0,489.0,7.0,3221.0,4372.0,4277.4396
0,1,0,0,0,0,0,0,0,0,1,0,17.0,451,0,34,0.0,266.0,1.0,5993.0,7217.0,6854.48085
0,1,0,0,0,0,0,0,0,0,0,1,23.0,452,0,15,0.0,585.0,6.0,3683.0,5319.0,5088.191129999999
1,0,0,0,0,1,0,0,0,0,0,0,44.0,115,0,60,0.0,397.0,11.0,1390.0,2099.0,2095.19305
0,1,0,0,0,0,0,0,0,0,0,1,34.0,101,0,85,0.0,634.0,9.0,1249.0,1696.0,2077.477248
0,1,0,0,0,0,0,0,0,1,0,0,34.0,152,0,31,0.0,112.0,7.0,9026.0,13347.0,11278.064175
0,1,0,0,0,0,0,0,0,0,1,0,26.0,458,0,13,0.0,266.0,6.0,6973.0,8826.0,8169.422976000001
0,1,0,0,1,0,0,0,0,0,0,0,23.0,454,0,60,0.0,109.0,15.0,1337.0,3415.0,2432.5674
0,1,0,0,0,0,0,0,0,0,1,0,46.0,80,2,18,0.0,251.0,5.0,1702.0,3694.0,2950.054965
1,0,0,0,0,0,0,0,1,0,0,0,2.0,205,0,23,0.0,113.0,7.0,2106.0,3387.0,2854.26645
0,1,0,0,0,0,0,0,0,0,1,0,29.0,452,0,53,0.0,268.0,1.0,6990.0,8553.0,7988.822208
0,1,0,0,1,0,0,0,0,0,0,0,31.0,152,0,10,0.0,126.0,16.0,1754.0,2536.0,2274.202557
1,0,0,0,0,0,0,0,1,0,0,0,43.0,62,0,2,0.0,130.0,5.0,1963.0,16655.0,9442.705635
1,0,0,0,0,0,1,0,0,0,0,0,31.0,149,0,2,0.0,296.0,11.0,7232.0,9537.0,8688.851028000001
1,0,0,0,1,0,0,0,0,0,0,0,32.0,3,0,77,0.0,103.0,7.0,3220.0,5359.0,4351.545
0,1,0,0,0,1,0,0,0,0,0,0,8.0,443,0,60,0.0,373.0,14.0,5944.0,8091.0,7233.8128
0,1,0,0,0,0,0,0,0,0,1,0,9.0,70,2,92,0.0,224.0,1.0,939.0,2796.0,2061.569664
0,1,0,0,0,0,0,0,0,0,1,0,46.0,104,0,43,0.0,274.0,7.0,1873.0,5148.0,3762.723456
1,0,0,1,0,0,0,0,0,0,0,0,27.0,57,0,82,0.0,292.0,14.0,3602.0,5397.0,4728.711679999999
1,0,0,0,0,0,0,0,0,0,1,0,22.0,24,0,22,1.0,250.0,1.0,4010.0,5538.0,751.78782
0,1,0,0,0,0,0,0,0,1,0,0,43.0,416,2,77,0.0,102.0,4.0,2918.0,5803.0,4419.5976
0,1,0,1,0,0,0,0,0,0,0,0,21.0,151,2,1,0.0,282.0,17.0,258.0,949.0,886.4413470000001
1,0,0,0,0,0,0,0,0,0,0,1,14.0,55,0,47,0.0,554.0,17.0,3826.0,5583.0,5232.7944
0,1,0,1,0,0,0,0,0,0,0,0,24.0,320,0,72,0.0,260.0,16.0,492.0,3207.0,2091.3354
