Relationship_Status_Married,Relationship_Status_Single,Hometown_Clinton,Hometown_Franklin,Hometown_Lebanon,Hometown_Springfield,Hometown_Washington,Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Decision_skill_possess_Analytical,Decision_skill_possess_Behavioral,Decision_skill_possess_Conceptual,Decision_skill_possess_Directive,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4,Gender,Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR3,VAR5,VAR6,VAR7,Attrition_rate
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,26.0,3,3.0,2,27,0,1,5.0,1.0,2,-1.615,4,7,2,0.1294
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,54.0,1,17.0,3,74,1,2,7.0,3.0,3,0.7075,5,8,3,0.2339
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,54.0,5,15.0,1,51,0,5,5.0,4.0,2,0.7075,2,8,3,0.5371
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,32.0,3,4.0,2,49,1,3,2.0,1.0,1,-0.4537,4,8,4,0.1433
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,64.0,1,34.0,3,29,1,5,4.0,1.0,2,0.7075,4,7,3,0.0795
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,38.0,4,10.0,3,20,1,2,6.0,4.0,3,0.7075,2,8,2,0.738
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,44.0,2,19.0,3,55,1,3,5.0,3.0,2,0.7075,3,5,3,0.2368
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,30.0,2,8.0,4,49,1,2,3.0,2.0,3,0.7075,3,6,3,0.2319
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,42.0,3,20.0,4,25,1,3,9.0,4.0,3,-0.4537,2,9,5,0.0678
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,50.0,5,24.0,4,52,1,2,5.0,4.0,4,0.7075,2,7,3,0.1387
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,58.0,1,19.0,3,22,2,3,6.0,2.0,2,0.7075,4,8,3,0.2674
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,49.0,4,13.0,1,73,1,4,5.0,1.0,3,-0.4537,3,8,4,0.7107
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40.0,1,12.0,1,23,0,3,6.0,3.0,3,-0.4537,3,6,2,0.1432
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,39.675506523814576,4,1.0,1,54,0,2,8.0,3.0,3,0.7075,4,8,3,0.1549
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,4,6.0,4,70,1,4,6.0,3.0,3,-0.4537,4,5,5,0.0747
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,33.0,3,9.0,2,42,0,1,10.0,1.0,3,-0.4537,4,7,3,0.2863
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,27.0,1,3.0,2,23,1,4,3.0,4.0,3,-0.4537,3,8,3,0.2323
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60.0,4,32.0,1,48,0,2,4.0,5.0,3,0.7075,4,8,3,0.2332
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,39.675506523814576,3,7.0,2,65,1,2,2.0,4.0,5,-0.4537,2,7,3,0.1108
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,40.0,3,17.0,2,71,2,4,2.0,1.0,3,-0.4537,4,8,3,0.1868
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,62.0,3,36.0,4,41,1,1,2.0,1.0,4,-0.4537,3,8,3,0.1539
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30.0,3,6.0,1,37,2,2,3.0,5.0,3,-1.615,2,7,4,0.7912
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,25.0,3,6.0,4,32,0,4,5.0,2.0,4,1.8688,3,8,1,0.1872
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,35.0,3,10.0,3,21,1,3,6.0,2.0,4,-0.4537,3,8,3,0.0676
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,31.0,3,3.0,3,30,1,1,7.0,3.0,3,0.7075,1,8,4,0.0088
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28.0,4,6.0,1,24,2,3,5.0,4.0,3,-1.615,4,6,3,0.0431
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,53.0,4,26.0,4,31,1,1,5.0,2.0,2,0.7075,3,8,3,0.6284
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,44.0,4,6.0,2,63,0,1,7.0,3.0,3,1.8688,2,8,2,0.1052
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,28.0,2,5.0,2,50,0,5,8.0,3.0,3,-0.4537,4,7,4,0.1829
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,23.0,3,4.0,2,71,1,1,8.0,3.0,3,0.7075,2,5,3,0.0853
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,21.0,2,2.0,2,48,1,3,6.0,2.0,4,-0.4537,2,7,3,0.0337
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23.0,2,4.0,4,30,2,2,7.0,3.0,1,-0.4537,3,8,3,0.1867
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,60.0,3,21.0,1,35,1,5,8.0,2.0,4,-1.615,2,6,3,0.0921
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,50.0,3,25.0,4,47,1,5,7.0,1.0,4,1.8688,4,6,4,0.0357
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,26.0,4,3.0,1,44,1,1,6.0,2.0,4,-0.4537,2,6,1,0.0686
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,64.0,4,40.0,2,34,0,3,8.0,4.0,3,0.7075,3,7,3,0.1905
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,54.0,2,17.0,2,73,1,3,5.0,2.0,4,0.7075,2,8,4,0.0822
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,54.0,4,20.0,4,24,0,5,8.0,2.0,3,-0.4537,4,8,5,0.1113
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,26.0,3,4.0,2,25,0,3,1.0,2.0,3,0.7075,1,8,3,0.1342
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,45.0,2,16.0,2,68,0,4,4.0,3.0,2,-0.4537,2,8,5,0.2635
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,30.0,3,7.0,2,32,0,2,10.0,3.0,3,1.8688,2,8,4,0.0847
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,55.0,3,21.0,4,58,0,2,4.0,3.0,3,-0.4537,3,9,3,0.0884
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,22.0,3,3.0,3,40,1,2,8.0,3.0,4,-0.4537,4,7,4,0.1214
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25.0,4,6.0,2,53,0,2,8.0,2.0,4,-0.4537,2,5,3,0.013
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,65.0,3,27.0,1,28,1,4,3.0,1.0,3,0.7075,3,9,2,0.2896
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,22.0,1,3.0,1,43,1,1,7.0,1.0,3,0.7075,2,6,3,0.0038
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,39.0,1,16.0,4,70,0,3,9.0,4.0,3,1.8688,2,7,5,0.1603
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,49.0,4,21.0,4,45,1,4,8.0,1.0,3,-1.615,2,9,3,0.1717
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,42.0,3,15.0,3,54,1,3,6.0,1.0,3,0.7075,2,8,4,0.0774
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,50.0,3,22.0,1,41,1,2,9.0,3.0,3,-0.4537,1,8,3,0.1644
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39.675506523814576,2,0.0,0,33,0,1,10.0,4.0,4,-0.4537,3,8,4,0.2851
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,37.0,3,12.0,3,43,1,3,6.0,2.0,4,-2.7762,4,8,3,0.7922
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,39.675506523814576,4,19.0,3,32,1,1,5.0,3.0,3,-0.4537,2,7,5,0.1729
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,28.0,1,4.0,1,40,1,2,6.0,3.0,2,-0.4537,4,8,4,0.8497
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,25.0,4,6.0,4,23,0,2,4.0,4.0,3,-0.4537,4,5,2,0.1669
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,38.0,4,12.0,4,64,0,2,6.0,1.0,3,-1.615,3,8,1,0.1543
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,35.0,3,11.0,2,66,1,4,4.0,3.0,3,0.7075,3,8,4,0.0781
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23.0,3,4.0,2,43,2,4,7.0,4.0,3,-0.4537,1,7,3,0.0712
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,57.0,4,29.0,4,28,0,4,8.0,1.0,3,-0.4537,3,6,3,0.0979
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,30.0,2,8.0,2,24,1,1,8.0,3.0,4,0.7075,1,8,4,0.0631
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,39.675506523814576,3,15.0,3,30,0,3,5.0,1.0,3,-1.615,4,7,3,0.1234
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,54.0,3,22.0,3,33,1,2,6.0,3.0,3,0.7075,3,6,4,0.0868
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,53.0,5,22.0,4,35,2,3,4.0,3.0,4,-0.4537,3,8,3,0.1457
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.0,4,39.0,3,34,0,1,8.0,3.0,3,-0.4537,4,6,3,0.0908
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,20.0,4,1.0,1,33,2,5,5.0,2.0,5,-0.4537,2,8,2,0.0002
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34.0,3,12.0,1,52,1,2,9.0,1.0,3,-0.4537,4,8,3,0.0296
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,28.0,2,6.0,3,22,1,3,3.0,3.0,4,0.7075,3,5,3,0.4169
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,42.0,3,13.0,3,55,1,3,4.0,4.0,3,0.7075,3,7,4,0.187
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,39.675506523814576,5,11.0,1,60,0,2,5.0,1.0,3,-0.4537,4,6,3,0.27
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,34.0,3,6.0,3,50,1,2,5.0,3.0,3,-0.4537,2,5,3,0.0555
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,47.0,1,22.0,4,57,0,3,8.0,4.0,3,-1.615,3,8,2,0.0543
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,53.0,3,18.0,2,31,1,3,5.0,2.0,5,-0.4537,4,6,5,0.2495
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,28.0,3,5.0,2,26,0,1,7.0,2.0,3,0.7075,4,5,4,0.0782
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,19.0,3,0.0,0,71,1,3,4.0,4.0,4,0.7075,3,6,5,0.2511
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,23.0,3,4.0,2,21,1,4,6.0,1.0,3,-1.615,3,5,3,0.0156
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,19.0,3,0.0,0,30,2,3,4.0,2.0,5,0.7075,2,7,3,0.2872
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,49.0,3,10.0,4,22,1,4,8.0,3.0,3,0.7075,3,6,1,0.0836
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,29.0,4,6.0,1,50,1,3,9.0,2.0,3,-0.4537,4,8,3,0.7349
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19.0,1,0.0,0,57,2,1,8.0,3.0,3,-0.4537,3,9,4,0.0794
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,23.0,3,4.0,1,24,2,4,8.0,1.0,3,0.7075,4,7,3,0.1918
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,59.0,3,25.0,4,72,1,5,10.0,2.0,3,1.8688,2,8,3,0.0823
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,23.0,4,4.0,4,46,0,4,8.0,3.0,2,-0.4537,3,8,3,0.4934
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,22.0,3,3.0,1,31,0,2,4.0,4.0,4,0.7075,2,8,3,0.0886
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,26.0,4,4.0,1,45,1,2,5.0,4.0,3,-1.615,4,7,3,0.3704
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,37.0,3,9.0,1,62,1,4,6.0,4.0,3,0.7075,2,6,3,0.1994
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.0,4,3.0,2,71,1,5,5.0,3.0,4,-0.4537,4,8,4,0.77
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,26.0,3,3.0,2,43,0,2,7.0,2.0,3,-0.4537,2,6,5,0.0848
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,39.675506523814576,4,2.0,2,56,1,1,8.0,1.0,3,-0.4537,2,8,3,0.2112
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,65.0,4,42.0,3,43,1,3,6.0,1.0,3,-0.4537,4,7,4,0.6305
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,39.675506523814576,3,31.0,1,24,0,4,8.0,1.0,3,0.7075,2,8,4,0.1002
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,37.0,1,11.0,3,66,1,3,7.0,3.0,3,0.7075,4,9,3,0.1982
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,65.0,4,40.0,3,64,1,3,7.0,2.0,4,-1.615,2,8,2,0.1092
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,41.0,2,3.0,1,44,0,3,8.0,1.0,4,1.8688,3,7,2,0.4277
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,27.0,1,3.0,3,57,2,5,5.0,4.0,4,-0.4537,3,7,2,0.1605
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,21.0,3,2.0,1,37,1,3,6.0,2.0,3,-0.4537,2,6,3,0.1545
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,42.0,4,16.0,2,47,1,3,2.0,1.0,4,-0.4537,3,8,3,0.0142
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,25.0,3,6.0,4,63,2,3,5.0,2.0,5,0.7075,3,7,4,0.0232
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59.0,4,24.0,2,64,1,3,4.0,3.0,3,0.7075,4,7,3,0.1645
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,58.0,3,26.0,3,35,1,2,6.0,4.0,4,-0.4537,4,6,3,0.2197
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,62.0,4,24.0,4,31,1,5,8.0,4.0,4,0.7075,2,5,3,0.0974
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,51.0,3,27.0,4,31,1,5,6.0,2.0,3,-1.615,4,9,3,0.4234
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,25.0,3,6.0,3,71,0,3,5.0,2.0,3,0.7075,2,8,2,0.1039
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,51.0,3,12.0,3,66,1,5,6.0,4.0,4,1.8688,3,6,4,0.0159
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,36.0,4,10.0,4,55,1,3,3.0,2.0,3,0.7075,1,7,4,0.3609
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,21.0,3,2.0,2,67,2,3,3.0,1.0,4,-0.4537,1,5,4,0.1468
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.0,3,4.0,1,32,1,3,4.0,4.0,3,-1.615,4,7,3,0.242
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,31.0,3,8.0,1,45,1,1,7.0,1.0,4,0.7075,2,7,3,0.2381
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,48.0,3,26.0,1,64,2,4,4.0,4.0,4,-2.7762,2,8,2,0.0482
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,39.0,1,11.0,1,54,1,2,4.0,2.0,3,0.7075,3,6,3,0.0623
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,49.0,4,17.0,4,72,0,2,5.0,1.0,3,-0.4537,4,8,3,0.09
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,37.0,5,12.0,3,73,1,1,5.0,2.0,2,-1.615,3,6,4,0.0753
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,35.0,3,10.0,4,40,1,1,7.0,2.0,4,0.7075,3,5,3,0.2596
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31.0,3,4.0,1,32,2,3,4.0,2.0,3,0.7075,3,8,4,0.2383
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,30.0,3,6.0,2,40,0,3,1.0,1.0,3,-0.4537,2,7,3,0.2552
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,58.0,4,23.0,3,24,2,1,6.0,3.0,3,0.7075,5,8,2,0.1391
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24.0,2,5.0,3,44,2,1,6.0,4.0,1,0.7075,3,6,2,0.0032
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23.0,3,4.0,4,30,2,5,5.0,3.0,3,0.7075,3,8,2,0.115
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,51.0,3,26.0,2,43,1,3,8.0,2.0,2,0.7075,3,8,3,0.0847
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,61.0,1,24.0,2,20,0,3,4.0,1.0,3,-0.4537,4,8,3,0.0312
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,35.0,4,13.0,4,34,1,2,1.0,3.0,1,0.7075,2,7,3,0.1931
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19.0,5,0.0,0,58,0,2,4.0,2.0,3,-1.615,1,8,2,0.2541
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,41.0,3,11.0,2,68,0,2,8.0,3.0,3,-0.4537,2,6,3,0.0007
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,35.0,3,9.0,3,69,1,3,4.0,4.0,3,0.7075,3,8,3,0.0277
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,29.0,3,7.0,2,70,1,5,7.0,3.0,3,1.8688,3,5,5,0.2613
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,20.0,4,13.390656874745002,1,66,1,3,9.0,1.0,5,0.7075,4,8,3,0.0161
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,39.675506523814576,3,9.0,3,54,2,3,8.0,3.0,3,-0.4537,3,8,1,0.1703
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.0,1,22.0,3,33,1,1,7.0,2.0,3,0.7075,3,8,3,0.1979
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36.0,3,14.0,1,34,0,3,6.0,4.0,1,-0.4537,3,7,3,0.1584
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35.0,5,7.0,3,59,0,5,6.0,4.0,2,0.7075,3,8,5,0.0314
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,64.0,3,42.0,1,50,0,3,6.0,1.0,4,-0.4537,2,7,3,0.0846
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28.0,3,5.0,2,35,1,3,1.0,2.0,3,0.7075,3,5,3,0.2188
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,43.0,3,19.0,2,28,2,2,8.0,2.0,3,-2.7762,3,6,4,0.6516
